record_id,source_row,Document,Topic_group
778cc7580d0ba95d01237c6b6388661df9ed760439d34bc055b4c8bafdc04926,80,install module new router re critical peer session down hello about module replacement after everything mounted back powered thank engineer friday re critical peer session down shipping replacement router arrive unfortunately hardware known faulty problem module called inside router needs moved dead router router feel comfortable steps module dead router install let figure out visit site handle installation run router without part good install rack re rack again thanks motherboard step turn off electrical router leave cable plugged channel voltages ground step router cover step locate motherboard figure figure location content renditions screws connector standoffs step loosen screws step lift motherboard step static bag step replace cover install motherboard series install step warnings section disconnect replace module step turn off electrical router leave cable plugged channel voltages ground step cover step identify slot router main motherboard step locate standoffs motherboard figure step insert slot board note ensure press firmly until board seats onto connector step insert screws accessory standoffs tighten screws screwdriver torque nm step installed correctly board step replace cover friday re critical peer session down hello about questions bellow friday pm replace router right away thank friday re critical peer session down connected router via console working possible replace questions replacement blvd floor district person whose name shipment accept shipment dates times once shipment has arrived physically replace router right away feel comfortable doing work thanks friday re critical peer session down hello somebody charge pulled out both cords router re inserted stat led colour thank friday re critical peer session down number call were given number answered call please call work thanks friday re critical peer session down thanks phone number where call watch console output while tries boot ask pull both cords out then re insert vice president infrastructure networking two greenwich plaza greenwich ct friday re critical peer session down hello physical seems router signs picture attached back router stat led red colour picture attached tried restart nothing changed link led off additional details please let provide thank engineer friday re critical peer session down hi per monitoring primary router lost please physical along thanks regards infrastructure networking working pm friday re critical peer session down hi unable thanks regards infrastructure networking working pm friday re critical peer session down hi circuit went down sh sh summary router identifier number table version main routing table version entries bytes memory path entries bytes memory path attribute entries bytes memory path entries bytes memory community entries bytes memory route map entries bytes memory filter entries bytes memory total bytes memory received paths soft reconfiguration activity prefixes paths interval secs neighbor down idle thanks regards infrastructure networking working pm friday critical peer session down ca spectrum alarm details vt ca spectrum alarm id probable affected device details device name name description router branch location device type interface description probable cause peer session down symptoms session peer has established established probable causes communication peer has interrupted peer has peer down recommended actions status peer event session peer dynamic bb has gone established idle event ca spectrum console ca console disclaimer contain confidential privileged information intended recipient received error please notify immediately destroy delete hereby notified unauthorized copying disclosure material strictly prohibited communication informational purposes intended offer solicitation purchase sale instrument official confirmation transaction information contained communication warranted completeness accuracy subject change without notice comments statements made communication necessarily reflect affiliates,Hardware
90299c5eb9edc2a39df5904a519405d3fb6136e650ff528077022e97cf0048f0,81,web hello please order decommission best regards engineer friday re hi decommission best regards test consultant logo logo pm re hello performing determine unused requested deploy please let running decommission looking forward best regards engineer,Hardware
c7afa7085842447366e6494d8c9b70955f3bb10106452cc312afd880d36c947d,82,transfer request oracle pas same rights level please replicate buyer reports please make she programme report,Internal Project
fb2cd0f2f3e52cd1d76a0c42d2b47132dc558d1b347750aba3d3dc274f490a8c,83,extend mailbox size extend mailbox size hi please extend mailbox size almost mb free please informed deleted unwanted mails large ones also thank kind regards ledger accountant,Storage
7979e1ffe8f7ae24577530a1d598fcaff30f961f201b0320455f1903d55f7920,85,please schedule for monday the morning the below post version upgrade please schedule morning post version upgrade hello upgrade dynamics has successfully completed please schedule morning post version upgrade best regards senior engineer friday re create snapshot production importance high dear please users attached templates please include he product owner app let questions,Administrative rights
bfe6ee03b14ea1e4ad399236e799f99cf74a3a9dd389c3ef34da90ca0cf13156,86,perform re indexing on prod every monday time perform re indexing prod every,HR Support
865ce2c1c142d28ed961cec6657adeb9a4ab8d12576dc43e0141b7f02c9b31d1,88,time sheets sheets hi please entries thank,HR Support
f2fc81b9edbfba61656b01d8bbfc10e13be93dcb865b2477b1b699aa76eeda2e,89,addresses devices re addresses devices hi mobile devices belong testing added perform tests part daily work please add thanks best regards engineer ext information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received error attachments please notify delete accepts responsibility information errors omissions misuse act committed omitted communication doubt please verify authenticity contents please rely own virus checkers responsibility taken by damage rising out virus infection registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts omissions thursday pm addresses devices device name kind regards tester information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received error attachments please notify delete accepts responsibility information errors omissions misuse act committed omitted communication doubt please verify authenticity contents please rely own virus checkers responsibility taken by damage rising out virus infection registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability entity acts omissions,Access
eff72b0f836040f61cee3cc1d70a0d4405f728fadfa3311c7e968e9d58731513,90,retrieval new purchase po purchase po dear purchased has please log allocation please log retrieve old device kind regards administrator,Purchase
9479560be5fa6d57b90e4b92b62b8a0311d196e70f42c1470b45d0f4ca4dd002,91,new starter tower starter discipline dear please informed candidate accepted job offer become within discipline february please create her credentials per attached form thank best regards specialist,HR Support
9b61ff766992ecd0113340949e89bd1d7cc7c11068ebb94c186d023526ff3a60,92,licence licence hello please let tool cost install pc want investigate include invoice commercial client regards discipline lead,Access
2c2db18d6291a22b80b072a0dfe4cc4ce99f2ebddfaf6e2d9aa212d410b3fd5d,93,export gal export gal hi guys please export gal tried doing myself returns empty rows table thank,HR Support
18d0a06669b2cbae7e48107f0686e5502c49e9a45ab2c5ac65de4600219c45d5,97,new purchase po hello received ex po please advise log kind regards engineer ext,Purchase
101a42d671a4997cf1df4513af60dca1e3934b08cd714bb021bd7559e7c5b0e7,98,access to upload and modify documents on upload modify hi give write accumulations order add upload modify documentation please thank planned annual leave,HR Support
19646c10d127fc2a93d2f4ba9bfe2b9cfc10a684281c1aa2f00ff3b6623324b2,100,access password reset hi germany he tried himself site reports his details he needs administrator please advise possible since he member client side best regards lead,Access
65d875a1c1fa7119ed371c20d76750e116cb014f8023f28480bf6a06b71b8d25,102,old access old hi please old breakdown thank officer,HR Support
5491ae08080ace1aab160bbac8109104327c420664088fd6adb3eda01c3d0fc5,103,new purchase po purchase po dear purchased keyboards wired headphones please log allocation after receive item please take consideration mandatory receipts section order make receipt item ordered how video link kind regards administrator,Purchase
189be1e8bbae420db1eba1990c4a845d2fba2cbf9a3eeb20f03fca45c0a72176,104,laptop stand request stand hi kindly ask stand appreciate speed procedure since experiencing serous neck discomfort pain due thank best regards lead,Hardware
6c262f9d0a3ce220bab07aa7d3d06ff186e4adb0a046084283b63f69dbcf4e16,105,need a monitor monitor hello dear moved location tower monitor connect location floor relax area kind discipline lead,Hardware
4004f7026514772398cee6ead2292214be4e33cf0aa8244783ad3919d17e7377,107,new purchase po purchase po dear purchased monitor inch please log allocation after receive item please take consideration mandatory receipts section order make receipt item ordered how video link kind regards administrator,Purchase
f20395e407fd107509661a80222fd73df0ff36633617d5b7754b1aa94499baba,108,access hi connect failure colleague successfully connected guess user needs more rights configuration please thanks great application engineer,Hardware
78a419856e3b868298cbcb8c00dd977cd535241bff3e97fd3c727cc977564a1f,109,domain admin account hi reactivated work velocity please advise process approvals required regards infrastructure consultant,Access
4442bb72c87db23e3994736215d3cedbad1125c087c5092d4f92cb54643d7342,110,new delivery bucharest hello received lite order id invoice please advise please log receiving shipment kind regards engineer ext,Purchase
46845f82b681a11572a65e790b80a2332506917b33835b9e1f31cf8bb2e08a6d,111,needed for new customer project needed dear please help setting excel attached please let more information needed addition near future also accounts client well cheers,Internal Project
e2773ad2adc75d534c5492c1c379044def51dd80bb7e6b8aac99abc6f3c49800,112,change job titles for and change job titles dear please change job titles engineer engineer thank,Miscellaneous
adf8f6d8f77f7f9eb9802ca268e34b1f9c43a9030a2500fba6c4f1c086c042b9,113,notification maintenance hi environment mode weekend duration during period won accessible please communication users client heads client infrastructure please find attached completed form additional information please hesitate thank analyst,Hardware
2a8bd18bd50ded7e6ddcefde6aa7d35303c0fc450d9b89359fefe58683b91a36,115,video component decommissioning physical equipment video component decommissioning hi guys requested decommissioning video component kindly update documentation meantime log physical equipment specifically information back thank,Purchase
fb81f9225cdc788a5402198cb613d99e403c3134501ead4395d8146324fed046,116,new service configuration service now periscope support configuration periscope hello working component called periscope test environments configured infrastructure provide infrastructure monitoring please based attached document added document created please also add front name avoid confusion thank let additional details regards,Access
7c472d4b87631ec0be9a5259fcf74e744878a7949f6786b6f34c130d1c5bd152,117,audio and video calls all conference rooms re audio video calls rooms dear please kind schedule meeting video capable rooms quickly demonstrate features addition user guide available knowledge base useful trio guide please log assign queue kind regards engineer ext audio video calls rooms hi availability video calls rooms please everything working then show how audio video source dial monitor camera same thanks mob,Hardware
ced26c5539a57f55c2db3496e27f73a3d543d6d4b6e61ae4969a107c32da8cff,119,changing of default mobile phone number for forwarding calls from for changing default mobile phone number forwarding calls hi please change mobile phone forward calls mobile phone instead forwarded work mobile phone which thank regards senior infrastructure engineer infrastructure upcoming holiday none id,Hardware
ad878c30400b5cbc935f4e7ed908e7d408a737f64005dd35a2e527f4571b6942,120,project population population hi please assign based export importing application thank engineer,Internal Project
81248d430660129974790abe954be8b40a6aa788eab15f0c19e8c891dd07fe73,122,change for re update has assigned queue hello please change dear please assign thank engineer,Miscellaneous
0a60567646e72e917e69000492edf92cc4d87eca58c57371b7e19bf4d7f4afef,123,close all the projects annual leave codes has assigned hi please close best regards analyst friday pm re annual leave codes has assigned hi reason believe added codes looking approve saw timecard error looking annual leave codes active selected image form prod today where has doubled his timecard annual leave requested absence inserted code thursday pm re annual leave codes has assigned hi annual leave were closed visible cards anymore best regards analyst thursday pm re annual leave codes has assigned hello closed thank wednesday pm re annual leave codes has assigned hi annual leave closed countries except created after went has date future by close well best regards analyst wednesday re annual leave codes has assigned hi please close codes were closed after then again after made corrections timecards opened again absences closed thank tuesday pm re annual leave codes has assigned hi far nothing done past cards these codes yet facing issues regarding lot close cases deal old cards close date best regards analyst tuesday pm annual leave codes has assigned please advised record number has assigned please review details take appropriate action description annual leave codes hi please best regards analyst tuesday pm annual leave codes hello work done timecards annual leave codes active logged done background work done think close back thank officer summary annual leave codes number priority moderate assignment location center please link attachments image image image image kind regards ref msg,HR Support
e137912b1563b3b6beb9599ccaa60c6b24266068bfc2f5e62ad13f591627e6c6,124,new starter february dear colleagues going february starts starts starts starts forms attached great,HR Support
324dbf54c164ea703fa76fdc80d39ca2c442be4561522d9d00b4884a59403aed,125,maternity leaver form maternity leaver form hello please fill maternity leaver form today her maternity leave,HR Support
93dc3c762ebd768bfe7879262821899f5344763fd0c78966ea316586fa95b71b,126,update access cards access update bun reg si update ave interval interval interval,Access
0370456ea102e2315fa36e0be5421ae6a2a65afe696bc9378f124d077897530c,127,upload rights and edit to a one location pm practice upload rights location pm hello please location pm area disciplines libraries pm disc cross sessions view ca ribbon thank,Storage
443acd54390e9e9d02a0f7cd755422c451d04005ea691848e5481a08c49f148a,128,creative services for titles creative titles hello update job titles senior designer senior designer designer visual designer visual designer designer senior visual designer visual designer visual designer visual designer head creative moment analyst analyst since split off discipline creating confusion calls thank head creative,Access
d420731794cf9147c0ec440115ecb22f9e7c5df8654200d9b14e05c1bbe44834,129,for permanent conference permanent hi way setup meeting permanent id client dedicated myself thanks ex regards,Access
168e65a511217458b5c01184276d6af97b0a112336c20098c4ff4fb47c7cda56,130,hardware hardware hi guys please que hardware retrieval floor monitor best regards engineer ext,Hardware
93ab8cbd7767cb9db5fac2a7a462c0a107ed4adfbccf794f5fd833f7dfd4d2c5,131,project license license hi instance installed since changed please provide instructions thank,Access
4bd9a21d0610f7e19a3ee4e3fd1ee159451f4c8600bf5634d7de37d2cfbc44b2,132,create scheduled report create scheduled report hello please kind log help setting scheduled weekly report report highlighted everyone included highlighted agent tried creating path actual schedule agent whom well run tried actual report run agent by agent by make busy code were options none ones furthermore selecting out curiosity let submit thank much best regards leader,Hardware
0f633cd3c71fcf332ecf1cad9fe8ac03efbd17df348714e0e21cbcae04a78175,133,new purchase po purchase po dear purchased cartridge toner cyan cartridge toner magenta toner yellow please log allocation after item please take consideration mandatory receipts section order receive item ordered how video link please receipt number item needed processed thank kind regards administrator,Purchase
