record_id,source_row,Document,actual_class,predicted_class,confidence
f2533d3ca79aa8170780d5a1602f2472d04c13f6060e7017f92ba95dcd663447,42770,cannot access as per error sent wednesday sheet error second attempt put ticket can access sheets get error message saying someone trying modify while logged attached senior designer,Hardware,HR Support,0.93133908872019
fd6d16e6c759ab3286f86b1fe74267b17034005548213e748c3f059367230eee,2264,re absence approval re absence hi kind things require done several stages collecting detailed requirements investigation possible raising change implementing change after approvals received after raised please best regards analyst wednesday december pm absence hello possible annual leaves flow keep flow special leaves employees thank lead,HR Support,Miscellaneous,0.9285133236969276
b2a8c547db926dcecd25dbfd822ad2406fcbd5004494d14d0e2f7cbcdcb72741,41600,code change for storage sent wednesday re almost there code change for your input needed hi former contractor current code thank you manager en address blvd th floor sent wednesday almost there code change for your input needed input needed fellow your ticket placed awaiting customer response status we need your input order be able get closer resolution we need your response ticket reference summary code change for hold details hold details sent friday more info description sent wednesday code change for more info good know ticket change status awaiting info resolved after pending your feedback for calendar days with response kindly get touch with for updates ticket or if you want re open how we warm regards ext ref msg,Internal Project,Miscellaneous,0.9279505377451324
4bc5a13f04cbdb8c67a5398eee6fcf1ba38b2e0f9cf54c5787415b52b526a4e7,35225,performance issues amp re can you please stop automatic during work hours hi can you please offer solution for issue raised by below after she sent she noticed she running same cpu constantly running we need addressed immediately given we have launch pilot production tomorrow you can imagine workload current circumstances developers able work we appreciate your help thanks manager sent tuesday december can you please stop automatic during work hours hello laptop freezes because virus during work hours affecting work could you please update scheduler run outside hours thanks senior software engineer,HR Support,Hardware,0.9271145236464744
4f1d2450c787fae147c605e8c851b9eec295545ab6cb4b38c60251a7f9b79e1f,37140,add user to please add following machine name en,Access,Miscellaneous,0.925773533616298
d78b38247f358262dccc124bfc43780ac976fde72db4ce637d1c1572ade862f7,34510,access to access morning guys can you please provide access common error error details specified either disabled or member any unit main id thank you,Hardware,HR Support,0.9257045083299854
8742495cc0810bae26ce48735c148dc5e19e71a327be00c90e496decc4eebaf7,41143,vacation approval sent thursday vacation approval hi report issue related inability approve vacation for direct reports following error being thrown cheers,HR Support,Miscellaneous,0.9239096315276492
8752da7eacfa296fd49ef117e2f34e85b2347dbd8a4f2cc7e492fcb85aad193e,33048,add all projects to projects oracle tuesday july add hi please add thanks senior,Internal Project,Miscellaneous,0.9234322085545784
f6026f24353fb37943ede983c97d2e5837853e955f21bbadf6a6b6bba92df3bc,38066,oracle issue new oracle user can oracle issue can hi joined monday can thank you,Hardware,HR Support,0.922375579733236
e776946f92a285c64309b6735765f31bb0d0e462e5d4353ec71babac7e3aaaa4,9682,access to hello please provide same user rights questions please ask thanks hi banks intercompany same user profile regards,HR Support,Access,0.92197974378845
77708b3f3a84a1bdbea12c57158425b0f387c09bba50c704763cbef1b20125ab,41385,missing access oracle for managed services sent friday access for managed hi have access employees managed entity could please assist thank you assistant,Hardware,HR Support,0.9168341062556292
a14f380c88b19338ad23344747f99ce4df62c63d1e6739627066e38f7abaab5a,38727,error error hi guys can access submitted by for approval get blank screen when trying open regards director,Miscellaneous,HR Support,0.914854651963228
af1164dac851fd9c076f83b64045b194834578b3434ecbbabbf3a49628fa3835,8198,amend ad amend ad urgent dear please kindly amend user name ad important because user name needs accepted by federation vs subscription assigned activated blocking work bit urgent questions please kindly directly thanks analyst,Miscellaneous,Access,0.9136767939184022
40d8adfd1928f79c15e7da72899c1991f081293861bbafb4fec8d7c9d9ab7f02,39514,failed oracle after entering credentials get following error error please re try your action if you continue get error please contact administrator,Hardware,HR Support,0.9121277014552188
61282f9abc1a5a10336f1eb7cb704abd6aabfcf05ad4530c12788645fe750972,31393,account change thursday pm macedonia importance high hello created fill both surnames user name both surnames come back update user name remain same please modify user name kind regards mobility officer,Miscellaneous,Access,0.9116415064857348
4e24ab06fd760e736916b2e17a46030cb94939a987b35410323da3faaa8ed34e,2747,request for change cable from from hello please please change cable thanks senior engineer,Hardware,Miscellaneous,0.907906283644246
05ba25867190e10a5edf6187878a77b625d594c1f13fb590cd39add993816349,28194,add tablet to friday october pm add hello device please add thank senior developer,Purchase,Miscellaneous,0.9054897708058874
2e0a225e85d275b3aa4b19633fee11a22c583266a849b3c920a7047fd779da1b,8042,new service now user wednesday pm re checked please name add thank,Access,Miscellaneous,0.9007606637654434
ff18f44dec068adf0e793b480704e7f615c5ffb5e46e43413e058d6db6e536c4,24756,bucharest vc unit friday december pm re vc unit hi haven missed thread won needing assistance networking helped he well help vc unit please log best regards engineer friday december pm re vc unit hi colleagues loop moment vc unit placed fuji room floor kind regards officer december re vc unit heads had coordinate networking reach working add vc order vc communication issue solving road map attached person person probably easier test order these implementations then cambridge etc please let further making help tests regards friday december pm re vc unit great va please ref si cum vc fie pus intr la se vc conferences thanks friday december pm re vc unit hi please informed received vc unit today kind regards officer november re vc unit hi blvd floor thanks galaxy date re vc unit hello sorry push please name asap hoping out tonight thanks november re vc unit hi good christmas present details shipment video unit thanks ext mob zone wednesday november pm vc unit hi vc unit ready shipped let shipment please regards,HR Support,Hardware,0.9006904548377369
1e7ab79387408231aaa9ace32caee096820057712b272743b3216fa3b54ed68e,15746,access good morning please give user thanks regards,HR Support,Access,0.9003195717660611
17727ed008533ac2d403a17c0c9bd75f76f97066004967f56fa5a1c4669f2b8f,12280,access to new mail box wednesday july re add user hi please too thank kind regards friday july add user hello please note has completed part further assistance please let kind regards analyst ext hub thursday july pm re add user approved successfully added best regards thursday july pm add user hello owner mentioned groups please approve kind regards analyst ext hub thursday july pm add user hello please add also share her mailbox thank kind regards analyst,Storage,Miscellaneous,0.8994212161625599
13a4ba956b34f4bd551b0a1bd05ce1f0ae345b351535dee20d64419f2d9cd472,13264,name change tuesday pm re hello please proceed changing surname she works thanks tuesday pm re ca fie tuesday pm re hello ca fie care ca forma si va merci re si wednesday re wednesday re ca ext wednesday re si pm re pus ext pm cancel la care pot specialist,Miscellaneous,Hardware,0.897771068943607
374883aadb047ab802916f1511be62e88e73ddd9ba5f5cbc6985cfbffdd7bae3,12908,time card july pm card hello received leave during viewing absences leave has completed other action required thank,Access,HR Support,0.8963042994278236
2fa7f2480f617a3508e426262dbe8b0702b19e30b88d46ae3e4771d6e5a9d337,43915,reported issues when logging onto his machine sent thursday february urgent message hi think you might be able help with below kind regards analyst pl sent thursday february urgent message good morning colleague issue accessing his machine seems be locked out asked you call him urgently number below address thanks client manager your zone information,Access,Hardware,0.894531525060949
7200839fdade72b1766af87f53871b221a5d2eb87a00224679828a5657da9632,38748,user account problem problem hello we have but ad must be because have problem with please can you change thank you engineer belgrade,Hardware,Access,0.8931471702813022
b70d1d96f67f53b6df00c510a31f929af74f4f4bdbc001402d856b60fedcf48b,4329,shared mailbox creation technical excellence hello please create thanks engagement specialist friday november technical excellence hello added owner please let further assistance details needed thank kind regards analyst ext history reference history additional comments visible re technical excellence thanks lot please also add owner engagement specialist additional comments visible thanks lot please also add owner engagement specialist additional comments visible re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible re technical excellence hi please status quite urgent manage thanks head tuesday october re technical excellence hi please change name technical excellence assist until thanks engagement specialist october pm technical excellence hello ne si va fie technical excellence engagement specialist additional comments visible update task task assignment assignee owner closed complete work notes description technical excellence hello ne si va fie technical excellence engagement specialist more ref msg,Hardware,Miscellaneous,0.89020438158501
63b102a05945d001900a5e738ad13cab9ad118b0f78620577e75214d0df1bd9d,26939,notifications new thursday november pm re cr approved side best regards thursday november pm re hello app side thanks november hello please advise please advised change pending authorization looking forward hearing thanks kind regards analyst ext hub thursday november pm hello please required by cr please approve these short about downtime users about issues please attached regards discipline lead,Hardware,Miscellaneous,0.8865237740812921
96f9dd24870db6fd14350c9543732480e1b829ccb9e02e78cfa73d6e5ddad509,27075,join date to be corrected oracle tuesday november pm join date corrected dear please help correcting join date which he receives messages similar related which he thanks tuesday november pm please action hi received saying report days rd joined report days validate please thank best regards senior software tester colombia tuesday november pm please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days,Hardware,HR Support,0.8862181426588569
83b5b158c9097e56fd7c05ffc4ea29b0d4350988d206942c28c77ac273e811f6,18060,downloading copies from setting is not available si cum pot important view ribbon la library si ca owner folder merge individual oh god merge file explorer si merge ti pot ca ca la ah se la cine si owner tot ca la super si pot si la se,Storage,Hardware,0.8815641643038226
cd62e7279c3eaf32422eea51d3aec901517a7d6a3db4c98b4bafbe7c8d04a0e7,44837,accounting disk encryption sent wednesday disk encryption va incident si la merci sent wednesday disk encryption hello va pot sent tuesday december re disk encryption hello yes be postponed for while mentioned reviewing approach order identify another way encrypt data ll let you know about progress best regards senior engineer en ext sent tuesday december re disk encryption also have concern technique being meet for have about expect there be delay whilst concerns addressed anyway sent dec wrote hello please hold process encrypting folder we have few sensitive documents we want loosing point please advise can with encrypting folder thank you regards leader sent december disk encryption hello please be advised we going encrypt content folder next thursday december order avoid any issues inconveniences please follow steps attached guide till tomorrow evening case any questions issues hesitate contact best regards senior engineer en ext,Storage,Hardware,0.8790846857034469
687017fb88b5a29f2ebcadd81b881d0ef9d766fca870312ab5390fce4216b2b3,15816,check oracle account friday pm please action reports hi she contract per her update needful kind regards head wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Miscellaneous,HR Support,0.8783444173710506
9a5d875592b5ad4c10e9581fa0c64dc2cc9aa4264e872ee88d80b3eb04aa5218,45319,access hello seems unable access mailbox within could you please advise receive connection server lost get following error something went wrong we re having trouble getting your mailbox right please refresh or try again later if problem continues please contact your error data version date already restarted laptop pass seem be was able access other tools require same credentials also note trying connect thank you regards,Administrative rights,Hardware,0.8781451036607618
4917e465646c2da1493acf93b65beaf682632b4ac0abddf54afb7cc72be4357a,27330,ad account creation for users thursday october re groups hi please create groups follows users groups,Miscellaneous,Access,0.8780746691108121
d7b2d86a7de0994c58ae9c983fb7e0158f6de0f2939d20178c11a661f5a8e6fc,13623,new delivery net po tuesday pm hello received monitor po please advise please log thank engineer,Hardware,Purchase,0.8768330937411724
025ec7aad08ed729879e9e6a57751355b371f9127f7514d83224b344df380fa4,13602,add me the am support pm add hello dear please add mailbox thank kind regards,Storage,Miscellaneous,0.8753363230462814
2dbc7a6ca81e22908e184f1579a607acd92e15bea655e393048a0d7bb5c8e287,22511,access to people and time thursday hi please thank analyst thursday hi approved please provide thanks kind regards accountant ext dear please allow folder thank,Storage,HR Support,0.8744050904467044
ce60fecfea57712853d0d3688a20256985c30bf7ed60c3c9dcde779f8e34adce,26946,account for new starter thursday november pm dear more joiner please find attached him thank regards administrator,Access,HR Support,0.8730461166953629
b1b97de1cb839266d9449212e710a2c1fbfc7877447269e0455bbf53dc03342f,5536,direct reports missing time please action reports hi received about contractors please close accounts per dates july st please log during july code please log during code thanks wednesday october pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date legacy legacy total days,Internal Project,HR Support,0.8729878054620633
67daade83483b6baa229a29544f4b58831a61623a89ae783715476a852a4784e,7041,forward rule forward rule dear please disable forward rule mailbox mailbox please disable forward rule mailbox mailbox thank regards lead ext,HR Support,Storage,0.8724511034511446
f4a6860ccebf575508b2593eb0fc369c423d4a3c37516e5942bbfc64eebeddd3,45499,missing time sheet oracle issue sent thursday december sheet issue took report sheet for for colleague found for below periods same sheet entries remember added can you please if some mistake also can log into changed password recently might be connected country manager job discipline grade assignment person date contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active,Access,HR Support,0.871215940073913
41033a4276630d32ab36176b9053622bcb745a364f30a640262aba72b09d3912,14857,am mobile service now membership pm mobile membership hello please add mobile thank,Hardware,Miscellaneous,0.8705479423059811
600efcf74936d86194ea5b91c98355df01c68702e06906747727d460f752ab5d,46285,password reset sent friday november reset cont importance high si recent la laptop si sa se sa asap tester en si recent si intra cont laptop sa tau la wireless sa ii ca sa se sa sa se care ales tot merge ii ca sa ii ca sa la el bun ii reset si ii la,Access,Hardware,0.8700788045321535
4183a35ff07f55cbde95377b1689851fdfaddba50f6f18776880400c14d30252,44779,issues with sent thursday issue with when friday dublin edinburgh lisbon where meeting hi have issues with cannot join there more conf id can use join over phone please can you help tx,Administrative rights,Hardware,0.8696491758052726
8eabbc81ed44511fcb0882d2b69fe843cee889686cddd5b1453cabb00f346ca4,34998,issues laptop issues win install dear please log ticket assign for fixing issues with her laptop installing thank you kind regards engineer en,Hardware,Administrative rights,0.8687836514496811
83f5c5207139227982c28fb7cff6ab777686df711447c801ec5def614dbdc5bf,21250,kick off materials and priorities create a new folder kickoff on storage thursday february pm kick off materials priorities hello please next folders storage kickoff file storage kickoff storage kickoff storage kickoff material pm create folder kickoff coordinate kick off kick off her she holiday next weeks thanks more please let tuesday february pm kick off materials priorities storage kickoff also file storage kickoff ask create folder kickoff ask also final storage kickoff contain survey results lessons learnt important take lessons learnt pm materials storage kickoff material pm materials high level plan brainstorming results priorities budget draft excel document forecast tips tricks formulas reach out forecasted number big idea engagement additionally ideas re which were chosen schedule kick off dates proposals which re help locations size confidential kept among locations needed budget forecast well regards upcoming out dates till,Hardware,Storage,0.8687354696285003
ba216d1fca664da22cf93b6e12b3fb052d8aca82c728e23ebbd415c3c31caf62,27670,need to change cable tuesday october change cable hi cable accumulated wear tear out image secondary monitor flickering nearly cable change existing best regards consultant,Miscellaneous,Hardware,0.8683652300268715
4c27532c508e56de638aa91b86411e762cfbcaa0ab2869aa45570d9e1444ebc8,9837,access request hi please give internship thanks date wednesday hello name problem logging tried logging work says guys help thanks kind regards,Hardware,HR Support,0.8656543427934447
c72d9f29313b44ffd1c3cedc9e685e5b77ba5463307b2933f0632e8339e486a2,39316,is nor responding sent tuesday nor responding hi we currently experiencing issues with accessing working br software tester,Hardware,Administrative rights,0.8647234593990576
3e7437d86e9a272bdd539c18fe06f11686b1457631e3e68a6a22c00c672bf721,16421,oracle role for wednesday role importance high hi kindly asking role preparer comes shortly change position mobility officer name employees entities understood role called preparer please role let everything kind regards starting st maternity leave please requests related colleagues assist mobility officer,Miscellaneous,HR Support,0.8632954080099632
3931d4be665fe4da75d909158409581a2bb6078fd100fbbdc515087e95093a91,20119,action required sub account card needed february pm re action required sub card needed hi got under root create more users colleagues learn purpose mentioned cover benefits enumerated bellow red by colleague different talked about same root problem yet create justify costs by usage level how proceed other hand keep thinks isolated activity best option root each purpose define level currently single root multiple purposes colleagues colleagues other initiative interfere work talk about nail down procedure valid regards,Hardware,Access,0.8629320989114007
c39095e1214f2c7c138b060a97f39fe2abb166d32384d1f9bbee1a0d4496076b,46361,unable to add colleagues on project oracle sent wednesday november re hi trying add theme but unsuccessfully for get manage settings tried save close save add another but get back following screens something wrong regards manager en sent tuesday november re hello please be advised can add members kind regards analyst ext hub sent tuesday november hi please help include order be able log requests approvals best regards manager en,HR Support,Miscellaneous,0.8611101350238473
89627004a7c50e354dbcf594b53671fa1ae615640eb98cce32ca78aeea9d3edc,16815,account needed tuesday pm resolved hello kindly assist thank kind regards analyst ext tuesday pm re resolved hi since cannot credentials log other credentials provide user name please maybe getting wrong please advise thank kind regards infrastructure,Hardware,Access,0.8607763814801996
bf970f89da37ea190cd1652ad1233d6b537e9ce1e41a60a0b614478f6c186b51,36074,need user account need hi need be able access but encounter error below please advise thank you,Hardware,Access,0.8580771848964074
b4a330d852fa63f2819d54b85c175cc354f93091b13d4571272e71648e27c9c4,38090,wants to access wants access hi for some reason longer have access but should be available can you investigate fix please accept or decline request requests,Hardware,Storage,0.8580284095617929
5ff4e487fc1ae9a636fd283e0f604e97d631ff8103a9f4317775c8b95418b186,3531,change to re almost change input needed hello thank help checked seems sow under sow sow please change thanks officer planned annual leave december,HR Support,Miscellaneous,0.8573649972522642
b462eb2523ed6f2d5de4478d109eedd338e575ca6bbe502c6ec3fd49da4788e6,40334,fix windows updates installation issues on test servers sent thursday fix updates installation issues test servers hello can you please log for each server below list order fix updates installation issues them name errors comments free mb free update failed install enough free space update failed install log with allow access log with allow access log with allow access framework update failed install disk space partition confirm with if still needed updates failed install update failed install free space disk for servers marked with yellow please log only one kb please assign queue thank you best regards senior engineer en,Hardware,Administrative rights,0.8573145209456999
3453ea18ed32eaa520752e5aede6439924b2779b69b6bbac639db9315ee70885,5540,direct reports missing time re please action reports hi receiving which complains about st holiday work please advice how proceed best regards thursday october re please action reports ca si pot thursday october please action reports ca tau wednesday october pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Hardware,HR Support,0.8556041286725068
0d339f4284a2c8c9e5eab0ded8ed31a4292df0f859c84a8317dcd17ee28f59d3,7491,change location of monitoring accounts change location monitoring accounts hello please amend location generic accounts tickets logged follows pm easiest way change location monitoring belfast monitoring monitoring monitoring monitoring monitoring monitoring monitoring manila monitoring melbourne monitoring ohio monitoring shanghai monitoring singapore monitoring monitoring logged thanks kind regards,Access,Miscellaneous,0.8536527008144081
