record_id,source_row,Document,actual_class,predicted_class,confidence
1b98f82338443e05a4a66e2a7c9eafbe18bacc77b3dbaf99cc0a5d4c0da426ce,11494,edge one com log prompt tuesday july edge la browser si browser si si pot cancel pot tab va senior analyst,Purchase,Hardware,0.9613683336618604
23ee4ec0e84964487ca050ecc6cc03aaf0d06d7d5972a557523b1e45a20ddd2f,6252,give access to please give log credentials error invalid,Access,HR Support,0.9609385253556004
ecab80b716f9de6f65c559119957903739a23f0fd6bd5a8a531400b21e54c92d,44202,cannot submit via mobile oracle hi laptop working tried logging via browser chrome experience very unsatisfactory we have app for other hand works very well compliments,HR Support,Hardware,0.9574638860326448
8e1ac7fdd846734fecd5af923e8189a735219975711817df1cd42d71ec845a01,30059,confluence access for weaver pm starter form contractor dear please find attached joined contractor thank,Access,HR Support,0.9574620570948872
7669d6917c78e8ab752c8465d8ad8e861bc2451a225da307d8102cf9a45b9662,10364,help to update of wednesday pm re mailing lists updates hi owner mentioned earlier figure out how even tried looking options mentioned site add members mentioned show among options available show how thank tuesday pm re mailing lists updates sorry carefully noticed mentioned show bad tuesday pm re mailing lists updates hi thank find mailing other way supposed thanks tuesday pm mailing lists updates hi kindly informed requests completed updated has created owner mentioned meaning add also accessed requested please gal book after creation please let specialist ext hub pm re create mailing hi thanks clarifications option because client instead each person individually allow members mails owner thank create mailing hi kindly advised requests logged more detail order make completely understand query second part create mailing two types groups shared mailbox which added additional mailbox under personal mailbox come separate mailbox users added client these come personal mailbox users owners also note lists accessed inside by default please also let allow members mails please let which two also please mention owner matter looking forward hearing best regards specialist ext hub friday pm please make changes ad mailing lists hi please make changes ad groups mailing lists add members add members create mailing thank inca senior tester,Storage,Miscellaneous,0.956213466196968
4bc5a13f04cbdb8c67a5398eee6fcf1ba38b2e0f9cf54c5787415b52b526a4e7,35225,performance issues amp re can you please stop automatic during work hours hi can you please offer solution for issue raised by below after she sent she noticed she running same cpu constantly running we need addressed immediately given we have launch pilot production tomorrow you can imagine workload current circumstances developers able work we appreciate your help thanks manager sent tuesday december can you please stop automatic during work hours hello laptop freezes because virus during work hours affecting work could you please update scheduler run outside hours thanks senior software engineer,HR Support,Hardware,0.9520625339221244
66965bc68e0f6dffbe458d93c00c3c34a681f8ca3b179d397f997e7b6a304f76,11922,lost card swap request tuesday july pm re lost card hi lost card phone thank tuesday july pm lost card hello kindly advise lost galaxy mobile phone strictly card device lost registered please wipe attached guide also permanent replacement meantime ask provide device looking forward hearing thank kind regards analyst ext hub tuesday july pm lost card dear lost card please let order process card change number professional number well grateful communications,Hardware,Access,0.949711320842886
e95e8993c122be88474dbeede3f40582265ccefdd990d59b487f6250ea455336,42902,cannot find members oracle sent thursday member hi could you please help with why able find following add members regards manager,HR Support,Miscellaneous,0.946267010282912
442d6d73b2e2eb45087c1422d68c0346df9617b27689b4e6ba87f8ef0e6c7be8,36405,error when trying to access error when trying access hi getting following error when trying access share changed password yesterday cannot get access today regards infrastructure programme manager upcoming leave th st december,Hardware,HR Support,0.9455879047592736
5643c206620f2dae67e5d6c6cd8ebbef8238e8290db4ffdc9c0f3231abc86ef0,18582,wants to access bucharest thursday march pm wants please write update document accept decline,HR Support,Storage,0.9455411978091104
f6026f24353fb37943ede983c97d2e5837853e955f21bbadf6a6b6bba92df3bc,38066,oracle issue new oracle user can oracle issue can hi joined monday can thank you,Hardware,HR Support,0.9441941826333892
f2533d3ca79aa8170780d5a1602f2472d04c13f6060e7017f92ba95dcd663447,42770,cannot access as per error sent wednesday sheet error second attempt put ticket can access sheets get error message saying someone trying modify while logged attached senior designer,Hardware,HR Support,0.9413446847830388
e5fcc21da0b16020dd77f92303748771bd8120985921becf0ae442df06c10cf0,24564,change working hours for tuesday december pm rejected hi please help she submit timecard working thank tuesday december re rejected ca pot ore pot face submit la tuesday december re rejected ca si va task type maternity leave se leave ore care pot,Hardware,HR Support,0.9399973770292194
16a74157848981f12b3fe0b8689460f5f0c4c1dc914451d280a8f0d2a65e37e9,22139,please assist with oracle time cards thursday re please action reports va leave ca la test lead thursday please action reports va pre natal recent card ca care se cum merci test lead wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days registered under number whose registered old broad street kingdom provide clients each subsidiaries separate entity has liability,Hardware,HR Support,0.9391140751929506
ff18f44dec068adf0e793b480704e7f615c5ffb5e46e43413e058d6db6e536c4,24756,bucharest vc unit friday december pm re vc unit hi haven missed thread won needing assistance networking helped he well help vc unit please log best regards engineer friday december pm re vc unit hi colleagues loop moment vc unit placed fuji room floor kind regards officer december re vc unit heads had coordinate networking reach working add vc order vc communication issue solving road map attached person person probably easier test order these implementations then cambridge etc please let further making help tests regards friday december pm re vc unit great va please ref si cum vc fie pus intr la se vc conferences thanks friday december pm re vc unit hi please informed received vc unit today kind regards officer november re vc unit hi blvd floor thanks galaxy date re vc unit hello sorry push please name asap hoping out tonight thanks november re vc unit hi good christmas present details shipment video unit thanks ext mob zone wednesday november pm vc unit hi vc unit ready shipped let shipment please regards,HR Support,Hardware,0.938922838398082
ead5583b4500a2caeb871bb781b9d6146c4177d771eafd11fc6f3342a8f56558,26951,direct reports missing time missing time oracle thursday november re please action reports la ne administration officer thursday november please action reports care shadowing la la cum pot november please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports country date total days,Hardware,HR Support,0.937336973099607
83b5b158c9097e56fd7c05ffc4ea29b0d4350988d206942c28c77ac273e811f6,18060,downloading copies from setting is not available si cum pot important view ribbon la library si ca owner folder merge individual oh god merge file explorer si merge ti pot ca ca la ah se la cine si owner tot ca la super si pot si la se,Storage,Hardware,0.9357859762299356
d78b38247f358262dccc124bfc43780ac976fde72db4ce637d1c1572ade862f7,34510,access to access morning guys can you please provide access common error error details specified either disabled or member any unit main id thank you,Hardware,HR Support,0.9327951529733464
2fa7f2480f617a3508e426262dbe8b0702b19e30b88d46ae3e4771d6e5a9d337,43915,reported issues when logging onto his machine sent thursday february urgent message hi think you might be able help with below kind regards analyst pl sent thursday february urgent message good morning colleague issue accessing his machine seems be locked out asked you call him urgently number below address thanks client manager your zone information,Access,Hardware,0.9320030284735962
9a5d875592b5ad4c10e9581fa0c64dc2cc9aa4264e872ee88d80b3eb04aa5218,45319,access hello seems unable access mailbox within could you please advise receive connection server lost get following error something went wrong we re having trouble getting your mailbox right please refresh or try again later if problem continues please contact your error data version date already restarted laptop pass seem be was able access other tools require same credentials also note trying connect thank you regards,Administrative rights,Hardware,0.9316205279180048
13a4ba956b34f4bd551b0a1bd05ce1f0ae345b351535dee20d64419f2d9cd472,13264,name change tuesday pm re hello please proceed changing surname she works thanks tuesday pm re ca fie tuesday pm re hello ca fie care ca forma si va merci re si wednesday re wednesday re ca ext wednesday re si pm re pus ext pm cancel la care pot specialist,Miscellaneous,Hardware,0.9313234781206166
77708b3f3a84a1bdbea12c57158425b0f387c09bba50c704763cbef1b20125ab,41385,missing access oracle for managed services sent friday access for managed hi have access employees managed entity could please assist thank you assistant,Hardware,HR Support,0.9300704429556608
b2a8c547db926dcecd25dbfd822ad2406fcbd5004494d14d0e2f7cbcdcb72741,41600,code change for storage sent wednesday re almost there code change for your input needed hi former contractor current code thank you manager en address blvd th floor sent wednesday almost there code change for your input needed input needed fellow your ticket placed awaiting customer response status we need your input order be able get closer resolution we need your response ticket reference summary code change for hold details hold details sent friday more info description sent wednesday code change for more info good know ticket change status awaiting info resolved after pending your feedback for calendar days with response kindly get touch with for updates ticket or if you want re open how we warm regards ext ref msg,Internal Project,Miscellaneous,0.9285008192996556
0bb2246d391724633103210d1a4815ba2e5ae66033ca4ab2611e64a60ca5567b,5833,new project setup re setup addition please also setup git steps name required thank friday october setup hi want setup client geographic kids code category commercial methodology agile owners lead users done great additional thank,Access,Internal Project,0.926883124704028
2dbc7a6ca81e22908e184f1579a607acd92e15bea655e393048a0d7bb5c8e287,22511,access to people and time thursday hi please thank analyst thursday hi approved please provide thanks kind regards accountant ext dear please allow folder thank,Storage,HR Support,0.9262516990426404
309b10a673fcf3fbdaec67b192caf2d3d3012f03692e68124b949ded54c4b650,35201,special leave has been assigned to am oracle hr support incident special leave assigned hi could you please raise ticket for request closing ticket resolved best regards applications analyst en sent tuesday december re incident special leave assigned thank you sent tuesday december re incident special leave assigned hi your request approved by should be queue although request was waiting for approval did reach was able open submit absence generated notification after being submitted by could you investigate why thank you lead sent tuesday december re incident special leave assigned hi your absence request goes your representative only after approves goes your line manager can you please confirm you received special leave request december best regards applications analyst en sent tuesday december incident special leave assigned please be advised record number assigned please review details take appropriate action description special leave hello line manager cannot special leave request for she cannot approve can you please check why thank you manager summary special leave number priority moderate assignment location access incident please click following link attachments image image kind regards ref msg,HR Support,Miscellaneous,0.9257340675867032
4f1d2450c787fae147c605e8c851b9eec295545ab6cb4b38c60251a7f9b79e1f,37140,add user to please add following machine name en,Access,Miscellaneous,0.9209467226714956
a95bcd5c42cfcbdff49211350f16ea10d8c6bea914520d12665e09c69eb3a12a,38670,issues with mouse issues with mouse hi encounter some issues with mouse master mouse loses connection pc can you help warranty still valid thank you,Administrative rights,Hardware,0.9206251615525692
600efcf74936d86194ea5b91c98355df01c68702e06906747727d460f752ab5d,46285,password reset sent friday november reset cont importance high si recent la laptop si sa se sa asap tester en si recent si intra cont laptop sa tau la wireless sa ii ca sa se sa sa se care ales tot merge ii ca sa ii ca sa la el bun ii reset si ii la,Access,Hardware,0.9204444400624324
6629313083989090a124d01aeeda73a616f06b4e5b78b095693e6ca98daceb1b,44608,virtual machine setup sent friday virtual machine hello tried install laptop using but get error vt disabled there with error attached can you please help changing bios settings thank you,HR Support,Hardware,0.91968466556777
a14f380c88b19338ad23344747f99ce4df62c63d1e6739627066e38f7abaab5a,38727,error error hi guys can access submitted by for approval get blank screen when trying open regards director,Miscellaneous,HR Support,0.9196290940388584
40d8adfd1928f79c15e7da72899c1991f081293861bbafb4fec8d7c9d9ab7f02,39514,failed oracle after entering credentials get following error error please re try your action if you continue get error please contact administrator,Hardware,HR Support,0.9194774968134466
e776946f92a285c64309b6735765f31bb0d0e462e5d4353ec71babac7e3aaaa4,9682,access to hello please provide same user rights questions please ask thanks hi banks intercompany same user profile regards,HR Support,Access,0.9193710146892936
4183a35ff07f55cbde95377b1689851fdfaddba50f6f18776880400c14d30252,44779,issues with sent thursday issue with when friday dublin edinburgh lisbon where meeting hi have issues with cannot join there more conf id can use join over phone please can you help tx,Administrative rights,Hardware,0.9193602296196084
fd6d16e6c759ab3286f86b1fe74267b17034005548213e748c3f059367230eee,2264,re absence approval re absence hi kind things require done several stages collecting detailed requirements investigation possible raising change implementing change after approvals received after raised please best regards analyst wednesday december pm absence hello possible annual leaves flow keep flow special leaves employees thank lead,HR Support,Miscellaneous,0.9175821826595564
374883aadb047ab802916f1511be62e88e73ddd9ba5f5cbc6985cfbffdd7bae3,12908,time card july pm card hello received leave during viewing absences leave has completed other action required thank,Access,HR Support,0.9174818626535992
cd62e7279c3eaf32422eea51d3aec901517a7d6a3db4c98b4bafbe7c8d04a0e7,44837,accounting disk encryption sent wednesday disk encryption va incident si la merci sent wednesday disk encryption hello va pot sent tuesday december re disk encryption hello yes be postponed for while mentioned reviewing approach order identify another way encrypt data ll let you know about progress best regards senior engineer en ext sent tuesday december re disk encryption also have concern technique being meet for have about expect there be delay whilst concerns addressed anyway sent dec wrote hello please hold process encrypting folder we have few sensitive documents we want loosing point please advise can with encrypting folder thank you regards leader sent december disk encryption hello please be advised we going encrypt content folder next thursday december order avoid any issues inconveniences please follow steps attached guide till tomorrow evening case any questions issues hesitate contact best regards senior engineer en ext,Storage,Hardware,0.9172321222237132
d4556290c27fd0da22e608373318290dd63f860f9ff9e6936bef2c2644cfded8,25987,training codes friday november training codes hi please best regards analyst friday november training codes hello please help code attending training extern training wonderful specialist,Hardware,Internal Project,0.9159597898436516
6b50402f734e9d4a0094328e7c930f76f2a28e4652d501c1f3b64d52213c319a,5485,mobile phone replacement tickets hi today tomorrow which unusual assignment reported two issues directly helping out has return requesting appropriate tickets raised keeps running out drive despite consciously store drive mobile phone work plugged making mobile phone more than take phones mobile reasonably reliable preference regarding brand os thanks kind regards,Purchase,Hardware,0.9159364474979652
05ba25867190e10a5edf6187878a77b625d594c1f13fb590cd39add993816349,28194,add tablet to friday october pm add hello device please add thank senior developer,Purchase,Miscellaneous,0.9159299885270838
af1164dac851fd9c076f83b64045b194834578b3434ecbbabbf3a49628fa3835,8198,amend ad amend ad urgent dear please kindly amend user name ad important because user name needs accepted by federation vs subscription assigned activated blocking work bit urgent questions please kindly directly thanks analyst,Miscellaneous,Access,0.9143638755038984
b41e9e7ca85b396699d22da8cb36f9a58b0c64569aedcbc5011e9c9b5348d9e7,26681,po tuesday november pm po hello purchase monitor has please create monitor installed please kind perform attached screen guide thank administrator,Hardware,Purchase,0.913890030383876
0e154f114749b25eff256c413490160e7dff9195e41d07fa7c2a6fc528352f5e,39575,project code sent thursday july code hi appears code mapped raised using code went line manager approve kind regards administrator,Miscellaneous,Internal Project,0.9138859020895828
8742495cc0810bae26ce48735c148dc5e19e71a327be00c90e496decc4eebaf7,41143,vacation approval sent thursday vacation approval hi report issue related inability approve vacation for direct reports following error being thrown cheers,HR Support,Miscellaneous,0.9133769890137012
61282f9abc1a5a10336f1eb7cb704abd6aabfcf05ad4530c12788645fe750972,31393,account change thursday pm macedonia importance high hello created fill both surnames user name both surnames come back update user name remain same please modify user name kind regards mobility officer,Miscellaneous,Access,0.9115099044907312
17727ed008533ac2d403a17c0c9bd75f76f97066004967f56fa5a1c4669f2b8f,12280,access to new mail box wednesday july re add user hi please too thank kind regards friday july add user hello please note has completed part further assistance please let kind regards analyst ext hub thursday july pm re add user approved successfully added best regards thursday july pm add user hello owner mentioned groups please approve kind regards analyst ext hub thursday july pm add user hello please add also share her mailbox thank kind regards analyst,Storage,Miscellaneous,0.9090093928923684
8752da7eacfa296fd49ef117e2f34e85b2347dbd8a4f2cc7e492fcb85aad193e,33048,add all projects to projects oracle tuesday july add hi please add thanks senior,Internal Project,Miscellaneous,0.9051248534231204
b1b97de1cb839266d9449212e710a2c1fbfc7877447269e0455bbf53dc03342f,5536,direct reports missing time please action reports hi received about contractors please close accounts per dates july st please log during july code please log during code thanks wednesday october pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date legacy legacy total days,Internal Project,HR Support,0.9040278096660106
ba216d1fca664da22cf93b6e12b3fb052d8aca82c728e23ebbd415c3c31caf62,27670,need to change cable tuesday october change cable hi cable accumulated wear tear out image secondary monitor flickering nearly cable change existing best regards consultant,Miscellaneous,Hardware,0.9038450386902844
2e0a225e85d275b3aa4b19633fee11a22c583266a849b3c920a7047fd779da1b,8042,new service now user wednesday pm re checked please name add thank,Access,Miscellaneous,0.9024213767598364
fd8c208633efd2dc802215d716ec8876fb11e96494214175d91da05691d05591,12509,audit access cards july pm re available available care se va care ca ca available si available date va available july available va ne care la ca va analyst ext hub,Access,Hardware,0.901860681759332
ce60fecfea57712853d0d3688a20256985c30bf7ed60c3c9dcde779f8e34adce,26946,account for new starter thursday november pm dear more joiner please find attached him thank regards administrator,Access,HR Support,0.90165965711565
f4a6860ccebf575508b2593eb0fc369c423d4a3c37516e5942bbfc64eebeddd3,45499,missing time sheet oracle issue sent thursday december sheet issue took report sheet for for colleague found for below periods same sheet entries remember added can you please if some mistake also can log into changed password recently might be connected country manager job discipline grade assignment person date contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active contractor senior developer engineer belgrade engineer active,Access,HR Support,0.8989572204709787
96f9dd24870db6fd14350c9543732480e1b829ccb9e02e78cfa73d6e5ddad509,27075,join date to be corrected oracle tuesday november pm join date corrected dear please help correcting join date which he receives messages similar related which he thanks tuesday november pm please action hi received saying report days rd joined report days validate please thank best regards senior software tester colombia tuesday november pm please action dear part established processes each required submit his weekly basis each friday past must submitted receiving because haven followed process please action possible breakdown please log accordingly training materials available id by each wednesday past period then also notified country date total days,Hardware,HR Support,0.8984250911573282
025ec7aad08ed729879e9e6a57751355b371f9127f7514d83224b344df380fa4,13602,add me the am support pm add hello dear please add mailbox thank kind regards,Storage,Miscellaneous,0.8981036223951637
687017fb88b5a29f2ebcadd81b881d0ef9d766fca870312ab5390fce4216b2b3,15816,check oracle account friday pm please action reports hi she contract per her update needful kind regards head wednesday pm please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days,Miscellaneous,HR Support,0.8953804427056109
38d3b12f04dd527685a5c207bdb8a951f72f2e59cfba17650eaa9e4dede6b8c7,42582,outlook issues sent monday access issue hello discussed phone morning past few weeks encountering some issues with after lock laptop some cases attempt unlock laptop after enter password prompted with error message referenced currently locked out be logged some times could keep like for more than one hour was able log into laptop by making mobile when was trying initially connect was plugged into cable different problem could be related also with with continuously prompt insert password longer connecting server was able access by logging into path also deleted entries credentials still encounter same issue if any other details be needed side you can contact for since could be delayed best regards,Administrative rights,Hardware,0.8932750388061979
8ad28e107031e57c0debdb6df6472bcfe831168c9a1474083d190762eeff9b3c,8729,cost for new tv cost tv hi looking buy tv features anymore haven upgrade browser let recover tv costs won after tv regards re cost tv hi quote tv cost recovery unable help kind regards administrator friday pm cost tv hi please help price offer tv maybe browsing capabilities identified model lh compatible fine other options available tv want display because browser compatible upgrade newer version also recover tv costs won old after best regards mobile next annul leave rd,Administrative rights,Hardware,0.8894098180452541
4e24ab06fd760e736916b2e17a46030cb94939a987b35410323da3faaa8ed34e,2747,request for change cable from from hello please please change cable thanks senior engineer,Hardware,Miscellaneous,0.88861087570127
755141ed7329db4895e75215a4ff3b7313950f05542272abbd3d7fc32e2e1a8f,45410,open authentication failure sent tuesday december remote access request hi can you please remote access via laptop following for git confluence already have installed but cannot connect get following error dec received control message failed have given access yet sick leave but would like continue work for currently assigned including manager thank you developer,Access,Hardware,0.8865666847469339
d997fd9a237a0fe10a2742f3b4c735db99cfdddad11afe58daf0909f5f02f932,24254,amendment to the framework agreement friday december pm amendment framework agreement hello please help basically needed change type sow variation without re submit thanks best regards friday december pm re amendment framework agreement la la si friday december pm re amendment framework agreement si friday december pm re amendment framework agreement se face prefer ca rules care friday december pm amendment framework agreement type sow variation face resubmit merci contract id friday december pm re amendment framework agreement hi amendment making changes schedule change contract type without having re submit thanks december re amendment framework agreement hi think variation kind sow also want change type submit doc under print screen please thanks best regards friday december pm re amendment framework agreement hi realise were paternal leave congratulations little mummy both doing well amendment has recorded sow please rectify make variation thanks december re amendment framework agreement hi basically document describing sow required anymore thanks december re amendment framework agreement hi worries signed by post today about sow has approved sign well also requests signed originals by post sows thanks december amendment framework agreement hi please find latest communication bellow amendment attached back ask sign once fine confirmed thanks december re amendment framework agreement bonjour lawyer has reviewed amended document changes mainly clarity purposes think issue executions version signature discuss during course position signed thanks two hard copies by post attention thanks lot december re amendment framework agreement hi added lines highlighted cover requests let more required matches covered must specified by per agreed schedule match february call engineer accessed via by phone client holiday notice november december december amendment framework agreement hi please find enclosed amendment framework agreement after reviewing meant schedule amendment described core agreement changes were done accordingly additional details provide additional framework agreement has details add couple things agree schedule weeks events working understanding clear procedure activating call during match nights where dedicated personnel appointed please amend document these things thanks lot best regards information contained privileged confidential protected disclosure intended addressee herein intended recipient please save copy distribute disclose information contained herein please notify error by replying call then immediately delete communications secured result content shown actual content,Miscellaneous,Hardware,0.8842788672820225
0e8fad30539cea89e28d4606cd8608a6b9c14f8a7b7ffb2bde7dab0668d6d3ed,34505,hp care pack post ie ca thanks sent monday december care pack post ie care pack post ie ac re care pack data care pack gen server gen server,Purchase,Hardware,0.8840405212797304
f98bf81761f3f538889563fd088e851457acf121c56e576f7a37c11017deb2d9,15481,and pas account update thursday pm re urgent update hi please help thank wednesday pm urgent update hello little housekeeping done created against opportunity called opportunity link opportunity id please transfer known pipeline currently against client titled opportunity against opportunity unclear please feel free reach out understanding must swamped requests please treat matter urgency,HR Support,Internal Project,0.8823046461439187
1e7ab79387408231aaa9ace32caee096820057712b272743b3216fa3b54ed68e,15746,access good morning please give user thanks regards,HR Support,Access,0.8817723323098294
3e7437d86e9a272bdd539c18fe06f11686b1457631e3e68a6a22c00c672bf721,16421,oracle role for wednesday role importance high hi kindly asking role preparer comes shortly change position mobility officer name employees entities understood role called preparer please role let everything kind regards starting st maternity leave please requests related colleagues assist mobility officer,Miscellaneous,HR Support,0.8815890518569233
248e5124c87226a198b352f5cd47073df7c8d480181462c14946eae476a045b8,12270,oracle fusion access to account wednesday july pm hello dear please tenant thank kind regards infrastructure ext,Access,HR Support,0.8806852941464755
7200839fdade72b1766af87f53871b221a5d2eb87a00224679828a5657da9632,38748,user account problem problem hello we have but ad must be because have problem with please can you change thank you engineer belgrade,Hardware,Access,0.8790297961915697
b496334d0f0b6c85385db46f8e366728d8e454b6f7b87e94131f330301eb8581,23849,authentication method for service now december sd leaders floor strategy minutes meeting hi implemented pm please change authentication method december working shift please find instructions user sn make backup source clear source enter least characters tick needs work completed restore source user example user source thanks kind regards leader friday december pm floor strategy minutes meeting floor strategy thursday december meeting date location communicate meeting room floor link item invitation participants meeting organizer accepted accepted accepted accepted accepted accepted accepted accepted notes agreed done starting pm outage cr planned much lower actions update switches impact certificate authority communicate how handle outage communicate users during change give discuss about availability during back validate contract link move floor floor telephony automatic manually failed over please regards,Access,Hardware,0.8767186964919488
4917e465646c2da1493acf93b65beaf682632b4ac0abddf54afb7cc72be4357a,27330,ad account creation for users thursday october re groups hi please create groups follows users groups,Miscellaneous,Access,0.8755730976149371
c097fa4d0b17a66d142ee009eff591e5360b82cc1777b168a89ee9e2d0fbf511,34480,error time card error card dear please regulate card for she started th card she populated was middle week however card was rejected could you please tis issue or provide instruction how proceed kind regards specialist,Access,HR Support,0.874831226953115
3ceb6ff45c6ca28af0dfbf3c52ac68751b5feda3a648c276d93a33d4915a8a29,42827,unable to connect to outlook sent unable connect hello reached mention there consultants site today unable connect their connected via but avail also advise would need connection order reset their passwords please be kind investigate possible try help out understand might require input if needed please request well please contact ask for more details if required perhaps call when she available would help thank you kind regards leader ext,Administrative rights,Hardware,0.873996944764243
6bfbbb9166078b4b18c09b7b018a53a4ebb3b05c55e39550b9d01ec3f0edb6a5,16538,enable ad access to network friday pm re purchase po hello device has according setup guide which also placed table checked turns equipment unable offer kind regards engineer got feedback friday pm re purchase po please provide more details device functional did anyone test device connected tv screen moment device sits table meeting room re purchase po hello device has physically installed meeting room please log appropriate device ad kind regards engineer got feedback thursday pm re purchase po hi discussion device installed thanks re purchase po hello awaiting replay same question kind regards engineer got feedback thursday pm re purchase po hi please liaise best phone wrote hello please advised has received let where needs thanks kind regards engineer got feedback tuesday purchase po hello please advised tickets queue please assist kind regards analyst ext hub pm purchase po dear purchased cts cts cts please log each location installation please take consideration mandatory receipts section order receive item ordered how video kind regards administrator,Hardware,Purchase,0.8737481254568704
a388f4ec0a79a9629cb6a47a4ac59608e54dc739546301ee0a38d531b5cc5eed,32856,interns oracle accounts assign access rights to oracle time management system for interns seems interns yet please find display name display name display name display name display name display name display name display name owe owe display name display name,Miscellaneous,HR Support,0.8725127539156204
